,stripped,readable
584,cultivar around year ask sahel stick around,"15 cultivars have been around for only 5 years, but they re asking why Sahel-108 has stuck around."
585,national agency aim regulate producer fix date limit import,National agency that aims to regulate the producers by fixing dates to limit imports.
586,producer sell import come,This is so producers can sell before imports come in.
587,mainly onion vegetable,This is mainly for onions and for some other vegetables.
588,tomato industry work farmer buy local production even though always capable buy production still good market,"But for tomatoes, there s an industry working with farmers to buy local production, and even though it s not always capable of buying all the production, there s still a good market."
589,onion farmer cooperative lobby pressure government grace period harvest import stop,"But for onions, the farmers being in cooperatives, they lobby to pressure the government for a grace period after harvest where imports are stopped, e.g."
590,month domestic producer sell import allow,a month in which domestic producers can sell before imports are allowed.
591,agency ministry trade cooperation ministry agriculture,"This agency is under the ministry of trade, with cooperation from the ministry of agriculture."
592,agency horticulture crop,This agency is all for horticulture crops.
593,similar agency rice rice open market,No similar agency for rice because rice is open market.
594,effort promotion local rice sometimes increase tax rate importer rice mechanism quite different onion import market,"There s some effort for promotion of local rice, and sometimes they increase the tax rate of importers for rice, but the mechanism is quite different than the onion import market."
