,stripped,readable
1165,yearly meeting farmer come dakar sell product way farmer srv bring local rice gauge preference,"There's a yearly meeting where all the farmers come to Dakar to sell their product, and that's a way that farmers from SRV can bring their local rice and gauge preference for it."
1166,fiara,FIARA:
1167,farmer organization business day come dakar week present crop grow,Farmer organization business day come to Dakar for the week to present the crops they grow.
1168,way go seed producer well inform term market information,"The other way is, when you go to the seed producers, they're better informed in terms of market information."
1169,produce variety consumer want,They only produce the varieties that consumers want.
1170,unfortunately farmer much information preference,"Unfortunately, farmers don't have much information about preferences."
1171,service inform farmer market preference cost resource research program finance usaid promote local variety gather online information contact importer sell local rice importer importer want know type quantity rice available,"The service to inform farmers about market preferences cost resources; ISRA had a program financed by USAID to promote local varieties, to gather online information and contact importers (sell local rice BEFORE importers, so importers want to know the type and quantity of rice available)."
1172,financing,But the financing is over!
1173,"one program naatal mbay 

 still need farmer get information market condition",One of the programs in Naatal MbayThere's still a need for farmers to get information about market conditions.
1174,try give price information telephone manobi,They tried giving price information through the telephone for Manobi.
1175,manobi use online system information rice,Manobi used to be an online system for information about rice.
1176,possible everyone phone,It's possible because everyone has their own phone.
1177,advisor ancar ancar develop kind tool,Now we have e-advisors from ANCAR ANCAR is developing this kind of tool.
1178,possible srv farmer literate example peanut basin,"This is possible because the SRV farmers are more literate than, for example, the peanut basin."
1179,man woman phone though limited rural city true household,"Men and women all have their own phones though it's limited in rural cities, isn't true for all households, etc."
1180,one phone per household belong man,If there's one phone per household it belongs to the men.
