	belief	title	author	year
113	Farmers wanted therefore to understand the origins of yield variability and the clear differences between cultivars.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
114	A total of 110 liters of propanil and 55 liters of 2,4-D amine were bought by the Nakhlet farmers' organization before the 1998WS and distributed to farmers according to the surface area of their fields.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
115	The Nakhlet farmers' organization bought 7 tonnes of urea (46% of N) and 2.75 tonnes of triple superphosphate (20% of P).	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
116	All farmers applied fertilizer in two top-dressings (Tab.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
117	Farmers respected quite well agricultural advice that recommended a second split at 60 days after sowing (SONADER, 1998).	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
118	Farmers respected the new water allocation rules and the irrigation planning, and all fields were irrigated 8 or 9 times after flooding.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
119	In the 1999 and 2000WS, farmers chose to delay the sowing period to make sure that harvesting would not occur during the rainy period, while keeping a spikelet sterility percentage lower than 10% (simulated with the software CalCul using daily temperatures recorded in Rosso, 1970-1984).	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
120	In the 1999WS, most farmers used the cultivar Jaya, with seeds retained from the previous harvest (despite the recommendations of agricultural advisors).	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
121	In the 2000WS, they used cultivar Sahel 202, with certified seeds (as recommended by agricultural advisors).	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
122	The planned cropping calendar indicated the start of first flooding 3 days before sowing, but farmers sowed the same day as flooding.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
123	Most farmers preferred manual weeding to save money (about 150000 UM for the whole perimeter; see Tab.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
124	In the 2000WS, farmers applied a combination of propanil (4 liters ha-1) and 2,4 D amine (2 liters ha-1) as in the 1998WS (Tab.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
125	In the 1999 and 2000WS, farmers ordered 3 tonnes of diammonium-phosphate (18% N, 20% P) and 5.5 tonnes of urea (46% N) with planned application rates of 100 kg diammonium-phosphate ha-1 and 200 kg urea ha-1, i.e.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
126	Farmers used two cultivars (Jaya and Sahel 108) that had similar potential yields, but the actual yield obtained with Sahel 108 was lower as compared with Jaya.	Increase in rice productivity in the Senegal River valley due to improved collective management of irrigation schemes	Jean-Christophe Poussin, Youssouf Diallo, Jean-Claude Legoupil, Abdoulaye Sow, Jean-Christophe POUSSINa, Youssouf DIALLOb, Jean-Claude LEGOUPILc, Abdoulaye SOWd	2022
127	The lack of economic opportunity in rural areas has led the proportion of urban dwellers to almost double in recent decades and is expected to reach 60% by 2030.	None		2020
128	The PSE, is expected to guide Senegal's on its path to growth and prosperity by 2035.	None		2020
129	The political willingness and leadership for green growth expressed by His Excellency President Macky Sall, led Senegal to be elected in September 2016 as Vice-Chair of the Assembly and Council of GGGI.	None		2020
130	USAID expects these programs to benefit up to 1.2 million producers, thousands of associated processors and intermediaries, as well as countless consumers.	None	INCREASING INCLUSIVE, ECONOMIC GROWTH	2016
131	USAID expects to provide 150,000 people with improved access to drinking water, and another 150,000 with improved access to sanitation facilities by 2021.	None	INCREASING INCLUSIVE, ECONOMIC GROWTH	2016
132	Primary Religions: <P>Muslim 95.9% (Most adhere to one of the four main Sufi Brotherhoods), Christian 4.1% (mostly Roman Catholic)</P>	None		2022
133	Although the proportion of the population living below the poverty line has fallen by 1.6%, from 48.3% to 46.7%, the number of Senegalese people regarded as 'poor' has risen from 5.7 to 6.3 million.	None		2019
134	Although the proportion of the population living below the poverty line has fallen by 1.6%, from 48.3% to 46.7%, the number of Senegalese people regarded as 'poor' has risen from 5.7 to 6.3 million.	None		2019
135	SUNREF is financed by AFD in partnership with SGBS banks (Senegal programme) and ORABANK (regional programme), and implemented by enterprises that wish to promote energy efficiency and renewable energies in their production processes.	None		2019
136	Actors from the private sector to need to be brought into the discussion to convince them of the benefits of engaging with the green economy in Senegal, as some regard it as very expensive and feel that current financial provisions would not make such a transition beneficial for them.	None		2019
137	I am so grateful for the chance to have traveled (multiple times) to Senegal to conduct field research at multiple sites throughout the country.	Conservation agriculture in Senegal: comparing the effects of intercropping and mulching on millet yields	Patrick J. Trail, Thomas L. Thompson, Wade E. Thomason	2015
138	Mungbean as a potential alternative to cowpea in Senegal's millet-cowpea systems.	Conservation agriculture in Senegal: comparing the effects of intercropping and mulching on millet yields	Patrick J. Trail, Thomas L. Thompson, Wade E. Thomason	2015
139	Millet, which is typically grown in Africa and India, could be considered the cereal grain of the marginal land as it is capable of growing where other grains would normally fail.	Conservation agriculture in Senegal: comparing the effects of intercropping and mulching on millet yields	Patrick J. Trail, Thomas L. Thompson, Wade E. Thomason	2015
140	Millets are valued for their hardiness and drought tolerance, and are capable of growing in regions receiving as little as 300 mm of seasonal rainfall (Dendy, 1995).	Conservation agriculture in Senegal: comparing the effects of intercropping and mulching on millet yields	Patrick J. Trail, Thomas L. Thompson, Wade E. Thomason	2015
141	Cowpea is consumed in a variety of ways in many countries, most commonly as a green or dried bean, but also as an immature pod (much like a snap bean), and even the young leaves are eaten and prepared like a spinach.	Conservation agriculture in Senegal: comparing the effects of intercropping and mulching on millet yields	Patrick J. Trail, Thomas L. Thompson, Wade E. Thomason	2015
